order_item_id,order_id,sku_id,quantity,unit_price,discount_code,discount_amount
242,ORD0000081,SKU0007,1.0,12.38,DISC10,10.0
243,ORD0000081,SKU0005,1.0,7.36,,0.0
244,ORD0000082,SKU0013,3.0,7.36,DISC10,10.0
245,ORD0000082,SKU0004,2.0,11.82,DISC5,5.0
246,ORD0000082,SKU0006,3.0,11.3,,0.0
247,ORD0000082,SKU0002,2.0,7.61,DISC5,5.0
248,ORD0000083,SKU0013,2.0,7.36,DISC5,5.0
249,ORD0000084,SKU0017,2.0,14.17,,0.0
250,ORD0000084,SKU0001,2.0,7.17,DISC5,5.0
251,ORD0000085,SKU0010,3.0,5.44,DISC10,10.0
252,ORD0000085,SKU0010,2.0,5.44,,0.0
253,ORD0000085,SKU0007,3.0,12.38,,0.0
254,ORD0000085,SKU0013,1.0,7.36,DISC10,10.0
255,ORD0000085,SKU0013,1.0,7.36,DISC5,5.0
256,ORD0000086,SKU0001,3.0,7.17,DISC10,10.0
257,ORD0000087,SKU0019,3.0,9.58,,0.0
258,ORD0000088,SKU0012,1.0,11.02,DISC10,10.0
259,ORD0000088,SKU0002,3.0,7.61,DISC5,5.0
260,ORD0000088,SKU0003,3.0,9.37,,0.0
261,ORD0000088,SKU0012,1.0,11.02,,0.0
262,ORD0000089,SKU0008,2.0,9.36,,0.0
263,ORD0000089,SKU0007,1.0,12.38,,0.0
264,ORD0000090,SKU0006,2.0,11.3,DISC10,10.0
265,ORD0000090,SKU0016,1.0,7.94,,0.0
266,ORD0000091,SKU0001,3.0,7.17,DISC5,5.0
267,ORD0000092,SKU0018,2.0,12.57,DISC5,5.0
268,ORD0000093,SKU0019,3.0,9.58,DISC5,5.0
269,ORD0000094,SKU0001,2.0,7.17,,0.0
270,ORD0000094,SKU0006,2.0,11.3,DISC10,10.0
271,ORD0000095,SKU0019,3.0,9.58,DISC10,10.0
272,ORD0000095,SKU0010,2.0,5.44,DISC5,5.0
273,ORD0000095,SKU0012,1.0,11.02,DISC5,5.0
274,ORD0000095,SKU0017,2.0,14.17,DISC10,10.0
275,ORD0000095,SKU0004,1.0,11.82,DISC5,5.0
276,ORD0000096,SKU0019,3.0,9.58,,0.0
277,ORD0000097,SKU0008,1.0,9.36,DISC5,5.0
278,ORD0000097,SKU0016,3.0,7.94,DISC5,5.0
279,ORD0000097,SKU0008,3.0,9.36,,0.0
280,ORD0000097,SKU0009,3.0,11.65,DISC10,10.0
281,ORD0000098,SKU0018,2.0,12.57,,0.0
282,ORD0000099,SKU0008,3.0,9.36,DISC5,5.0
283,ORD0000099,SKU0009,2.0,11.65,,0.0
284,ORD0000099,SKU0019,2.0,9.58,DISC10,10.0
285,ORD0000099,SKU0014,1.0,6.13,,0.0
286,ORD0000099,SKU0017,3.0,14.17,DISC5,5.0
287,ORD0000100,SKU0013,2.0,7.36,DISC10,10.0
288,ORD0000100,SKU0017,3.0,14.17,DISC10,10.0
289,ORD0000100,SKU0018,1.0,12.57,,0.0
290,ORD0000100,SKU0013,3.0,7.36,,0.0
291,ORD0000100,SKU0015,2.0,12.15,DISC10,10.0
292,ORD0000101,SKU0012,1.0,11.02,,0.0
293,ORD0000101,SKU0013,1.0,7.36,DISC5,5.0
294,ORD0000101,SKU0006,2.0,11.3,DISC5,5.0
295,ORD0000101,SKU0007,2.0,12.38,DISC5,5.0
296,ORD0000102,SKU0009,3.0,11.65,DISC10,10.0
297,ORD0000102,SKU0017,1.0,14.17,DISC10,10.0
298,ORD0000103,SKU0005,1.0,7.36,DISC10,10.0
299,ORD0000104,SKU0007,3.0,12.38,DISC10,10.0
300,ORD0000104,SKU0006,3.0,11.3,DISC10,10.0
301,ORD0000105,SKU0004,2.0,11.82,,0.0
302,ORD0000106,SKU0012,2.0,11.02,DISC5,5.0
303,ORD0000106,SKU0006,3.0,11.3,,0.0
304,ORD0000106,SKU0007,2.0,12.38,DISC5,5.0
305,ORD0000106,SKU0012,3.0,11.02,,0.0
306,ORD0000107,SKU0007,1.0,12.38,DISC10,10.0
307,ORD0000108,SKU0007,3.0,12.38,DISC10,10.0
308,ORD0000108,SKU0003,3.0,9.37,DISC10,10.0
309,ORD0000108,SKU0018,3.0,12.57,DISC5,5.0
310,ORD0000109,SKU0018,2.0,12.57,DISC10,10.0
311,ORD0000109,SKU0005,1.0,7.36,DISC10,10.0
312,ORD0000109,SKU0007,1.0,12.38,,0.0
313,ORD0000110,SKU0005,3.0,7.36,DISC10,10.0
314,ORD0000110,SKU0001,2.0,7.17,DISC5,5.0
315,ORD0000110,SKU0002,2.0,7.61,,0.0
316,ORD0000110,SKU0009,3.0,11.65,DISC10,10.0
317,ORD0000111,SKU0002,1.0,7.61,DISC10,10.0
318,ORD0000111,SKU0004,1.0,11.82,DISC5,5.0
319,ORD0000112,SKU0011,1.0,6.21,DISC10,10.0
320,ORD0000113,SKU0010,3.0,5.44,DISC5,5.0
321,ORD0000113,SKU0003,3.0,9.37,DISC5,5.0
322,ORD0000113,SKU0013,2.0,7.36,,0.0
323,ORD0000114,SKU0007,2.0,12.38,DISC10,10.0
324,ORD0000115,SKU0001,3.0,7.17,DISC10,10.0
325,ORD0000115,SKU0001,1.0,7.17,DISC10,10.0
326,ORD0000115,SKU0019,1.0,9.58,DISC10,10.0
327,ORD0000116,SKU0007,1.0,12.38,DISC10,10.0
328,ORD0000116,SKU0017,3.0,14.17,,0.0
329,ORD0000116,SKU0007,1.0,12.38,,0.0
330,ORD0000116,SKU0005,2.0,7.36,DISC5,5.0
331,ORD0000117,SKU0013,2.0,7.36,DISC10,10.0
332,ORD0000117,SKU0016,2.0,7.94,,0.0
333,ORD0000117,SKU0002,2.0,7.61,DISC10,10.0
334,ORD0000117,SKU0010,3.0,5.44,DISC10,10.0
335,ORD0000117,SKU0003,3.0,9.37,,0.0
336,ORD0000118,SKU0017,2.0,14.17,DISC10,10.0
337,ORD0000118,SKU0018,3.0,12.57,,0.0
338,ORD0000119,SKU0008,3.0,9.36,,0.0
339,ORD0000120,SKU0011,3.0,6.21,DISC10,10.0
340,ORD0000121,SKU0017,3.0,14.17,DISC10,10.0
341,ORD0000121,SKU0001,2.0,7.17,DISC10,10.0
342,ORD0000121,SKU0010,2.0,5.44,DISC5,5.0
343,ORD0000121,SKU0012,1.0,11.02,,0.0
344,ORD0000121,SKU0002,3.0,7.61,DISC10,10.0
345,ORD0000122,SKU0016,2.0,7.94,,0.0
346,ORD0000122,SKU0001,1.0,7.17,DISC5,5.0
347,ORD0000122,SKU0014,1.0,6.13,DISC10,10.0
348,ORD0000122,SKU0006,2.0,11.3,DISC10,10.0
349,ORD0000123,SKU0015,2.0,12.15,DISC5,5.0
350,ORD0000123,SKU0015,1.0,12.15,,0.0
351,ORD0000123,SKU0009,3.0,11.65,DISC5,5.0
352,ORD0000124,SKU0012,2.0,11.02,DISC5,5.0
353,ORD0000124,SKU0001,2.0,7.17,,0.0
354,ORD0000125,SKU0016,1.0,7.94,DISC5,5.0
355,ORD0000125,SKU0005,2.0,7.36,DISC10,10.0
356,ORD0000126,SKU0012,1.0,11.02,,0.0
357,ORD0000126,SKU0001,2.0,7.17,DISC10,10.0
358,ORD0000126,SKU0013,1.0,7.36,DISC5,5.0
359,ORD0000126,SKU0012,3.0,11.02,,0.0
360,ORD0000127,SKU0001,2.0,7.17,DISC5,5.0
361,ORD0000127,SKU0008,2.0,9.36,DISC5,5.0
362,ORD0000127,SKU0014,1.0,6.13,,0.0
363,ORD0000127,SKU0009,2.0,11.65,,0.0
364,ORD0000128,SKU0001,1.0,7.17,DISC5,5.0
365,ORD0000128,SKU0015,1.0,12.15,,0.0
366,ORD0000128,SKU0013,1.0,7.36,DISC10,10.0
367,ORD0000128,SKU0001,1.0,7.17,DISC5,5.0
368,ORD0000128,SKU0005,2.0,7.36,,0.0
369,ORD0000129,SKU0013,1.0,7.36,,0.0
370,ORD0000130,SKU0016,3.0,7.94,,0.0
371,ORD0000130,SKU0004,2.0,11.82,DISC10,10.0
372,ORD0000130,SKU0007,2.0,12.38,DISC5,5.0
373,ORD0000130,SKU0015,3.0,12.15,DISC10,10.0
374,ORD0000130,SKU0013,2.0,7.36,DISC5,5.0
375,ORD0000131,SKU0018,1.0,12.57,DISC5,5.0
376,ORD0000131,SKU0010,1.0,5.44,DISC10,10.0
377,ORD0000131,SKU0010,2.0,5.44,,0.0
378,ORD0000131,SKU0005,1.0,7.36,DISC10,10.0
379,ORD0000131,SKU0011,2.0,6.21,,0.0
380,ORD0000132,SKU0017,2.0,14.17,DISC10,10.0
381,ORD0000132,SKU0019,3.0,9.58,DISC5,5.0
382,ORD0000132,SKU0002,1.0,7.61,DISC10,10.0
383,ORD0000133,SKU0019,3.0,9.58,DISC10,10.0
384,ORD0000134,SKU0009,1.0,11.65,DISC5,5.0
385,ORD0000134,SKU0015,2.0,12.15,DISC10,10.0
386,ORD0000135,SKU0015,2.0,12.15,,0.0
387,ORD0000135,SKU0002,2.0,7.61,DISC5,5.0
388,ORD0000135,SKU0007,2.0,12.38,,0.0
389,ORD0000136,SKU0014,3.0,6.13,DISC10,10.0
390,ORD0000136,SKU0008,1.0,9.36,DISC10,10.0
391,ORD0000136,SKU0019,3.0,9.58,DISC10,10.0
392,ORD0000137,SKU0011,3.0,6.21,DISC5,5.0
393,ORD0000138,SKU0008,2.0,9.36,DISC5,5.0
394,ORD0000138,SKU0013,2.0,7.36,DISC5,5.0
395,ORD0000138,SKU0011,1.0,6.21,DISC5,5.0
396,ORD0000138,SKU0004,3.0,11.82,DISC5,5.0
397,ORD0000138,SKU0018,2.0,12.57,DISC5,5.0
398,ORD0000139,SKU0003,2.0,9.37,DISC10,10.0
399,ORD0000139,SKU0008,3.0,9.36,DISC5,5.0
400,ORD0000139,SKU0007,3.0,12.38,DISC5,5.0
401,ORD0000139,SKU0013,1.0,7.36,DISC10,10.0
402,ORD0000139,SKU0005,2.0,7.36,DISC10,10.0
403,ORD0000140,SKU0018,1.0,12.57,DISC10,10.0
404,ORD0000140,SKU0005,3.0,7.36,,0.0
405,ORD0000141,SKU0015,2.0,12.15,,0.0
406,ORD0000141,SKU0005,3.0,7.36,,0.0
407,ORD0000141,SKU0017,1.0,14.17,DISC5,5.0
408,ORD0000142,SKU0012,1.0,11.02,,0.0
409,ORD0000142,SKU0011,3.0,6.21,DISC10,10.0
410,ORD0000143,SKU0019,2.0,9.58,DISC10,10.0
411,ORD0000144,SKU0009,2.0,11.65,DISC5,5.0
412,ORD0000144,SKU0002,1.0,7.61,,0.0
413,ORD0000144,SKU0018,1.0,12.57,,0.0
414,ORD0000144,SKU0009,3.0,11.65,DISC10,10.0
415,ORD0000144,SKU0012,2.0,11.02,DISC5,5.0
416,ORD0000145,SKU0014,2.0,6.13,,0.0
417,ORD0000145,SKU0016,3.0,7.94,DISC10,10.0
418,ORD0000146,SKU0006,1.0,11.3,DISC5,5.0
419,ORD0000146,SKU0002,2.0,7.61,,0.0
420,ORD0000146,SKU0017,1.0,14.17,,0.0
421,ORD0000147,SKU0017,2.0,14.17,DISC5,5.0
422,ORD0000147,SKU0014,3.0,6.13,,0.0
423,ORD0000147,SKU0001,3.0,7.17,DISC5,5.0
424,ORD0000147,SKU0004,2.0,11.82,DISC10,10.0
425,ORD0000148,SKU0013,2.0,7.36,DISC5,5.0
426,ORD0000148,SKU0006,3.0,11.3,,0.0
427,ORD0000148,SKU0010,2.0,5.44,DISC10,10.0
428,ORD0000148,SKU0005,3.0,7.36,DISC5,5.0
429,ORD0000149,SKU0006,1.0,11.3,,0.0
430,ORD0000149,SKU0015,3.0,12.15,,0.0
431,ORD0000150,SKU0003,2.0,9.37,DISC10,10.0
432,ORD0000151,SKU0011,1.0,6.21,DISC10,10.0
433,ORD0000151,SKU0009,1.0,11.65,DISC5,5.0
434,ORD0000151,SKU0018,3.0,12.57,DISC10,10.0
435,ORD0000152,SKU0012,2.0,11.02,DISC5,5.0
436,ORD0000152,SKU0002,2.0,7.61,,0.0
437,ORD0000152,SKU0018,1.0,12.57,,0.0
438,ORD0000152,SKU0010,3.0,5.44,,0.0
439,ORD0000153,SKU0003,3.0,9.37,,0.0
440,ORD0000153,SKU0006,2.0,11.3,DISC5,5.0
441,ORD0000154,SKU0005,2.0,7.36,,0.0
442,ORD0000154,SKU0018,3.0,12.57,,0.0
443,ORD0000154,SKU0006,1.0,11.3,DISC10,10.0
444,ORD0000154,SKU0012,3.0,11.02,DISC5,5.0
445,ORD0000154,SKU0010,3.0,5.44,DISC10,10.0
446,ORD0000155,SKU0003,3.0,9.37,DISC5,5.0
447,ORD0000155,SKU0015,2.0,12.15,DISC10,10.0
448,ORD0000156,SKU0002,1.0,7.61,DISC5,5.0
449,ORD0000156,SKU0001,1.0,7.17,,0.0
450,ORD0000157,SKU0014,1.0,6.13,DISC5,5.0
451,ORD0000157,SKU0015,2.0,12.15,,0.0
452,ORD0000158,SKU0009,2.0,11.65,,0.0
453,ORD0000159,SKU0018,3.0,12.57,,0.0
454,ORD0000159,SKU0005,3.0,7.36,DISC10,10.0
